smiles,doi,title,publisher,year,access,compound_id,target_type,target_relation,target_value,target_units,bacteria,bacteria_unified,page_bacteria,origin_bacteria,section_bacteria,subsection_bacteria,page_target,origin_target,section_target,subsection_target,page_scaffold,origin_scaffold,page_residue,origin_residue,pdf
FC(F)(F)c1nc2ccccc2n1CCn1cnc2c(N3CCOCC3)ncnc21,10.1016/j.bmcl.2018.03.046,Novel purine benzimidazoles as antimicrobial agents by regulating ROS generation and targeting clinically resistant Staphylococcus aureus DNA groove,Elsevier BV,2018,0,2d,MIC,'=',128,µg/mL,E. coli ATCC25922,Escherichia coli,4,table 1,,,4,table 1,,,3,scheme 1,3.0,scheme 1,j.bmcl.2018.03.046
Cc1nc2cc([N+](=O)[O-])ccc2n1CCn1cnc2c(N3CCOCC3)ncnc21,10.1016/j.bmcl.2018.03.046,Novel purine benzimidazoles as antimicrobial agents by regulating ROS generation and targeting clinically resistant Staphylococcus aureus DNA groove,Elsevier BV,2018,0,2e,MIC,'=',16,µg/mL,E. coli ATCC25922,Escherichia coli,4,table 1,,,4,table 1,,,3,scheme 1,3.0,scheme 1,j.bmcl.2018.03.046
CC(=O)c1nc2ccccc2n1CCn1cnc2c(N3CCOCC3)ncnc21,10.1016/j.bmcl.2018.03.046,Novel purine benzimidazoles as antimicrobial agents by regulating ROS generation and targeting clinically resistant Staphylococcus aureus DNA groove,Elsevier BV,2018,0,2f,MIC,'=',128,µg/mL,E. coli ATCC25922,Escherichia coli,4,table 1,,,4,table 1,,,3,scheme 1,3.0,scheme 1,j.bmcl.2018.03.046
CCn1c(Cn2cnc3c(N4CCOCC4)ncnc32)nc2ccccc21,10.1016/j.bmcl.2018.03.046,Novel purine benzimidazoles as antimicrobial agents by regulating ROS generation and targeting clinically resistant Staphylococcus aureus DNA groove,Elsevier BV,2018,0,3a,MIC,'=',128,µg/mL,E. coli ATCC25922,Escherichia coli,4,table 1,,,4,table 1,,,3,scheme 1,3.0,scheme 1,j.bmcl.2018.03.046
CCCCn1c(Cn2cnc3c(N4CCOCC4)ncnc32)nc2ccccc21,10.1016/j.bmcl.2018.03.046,Novel purine benzimidazoles as antimicrobial agents by regulating ROS generation and targeting clinically resistant Staphylococcus aureus DNA groove,Elsevier BV,2018,0,3b,MIC,'=',128,µg/mL,E. coli ATCC25922,Escherichia coli,4,table 1,,,4,table 1,,,3,scheme 1,3.0,scheme 1,j.bmcl.2018.03.046
CCCCCCn1c(Cn2cnc3c(N4CCOCC4)ncnc32)nc2ccccc21,10.1016/j.bmcl.2018.03.046,Novel purine benzimidazoles as antimicrobial agents by regulating ROS generation and targeting clinically resistant Staphylococcus aureus DNA groove,Elsevier BV,2018,0,3c,MIC,'=',8,µg/mL,E. coli ATCC25922,Escherichia coli,4,table 1,,,4,table 1,,,3,scheme 1,3.0,scheme 1,j.bmcl.2018.03.046
CCCCCCCCn1c(Cn2cnc3c(N4CCOCC4)ncnc32)nc2ccccc21,10.1016/j.bmcl.2018.03.046,Novel purine benzimidazoles as antimicrobial agents by regulating ROS generation and targeting clinically resistant Staphylococcus aureus DNA groove,Elsevier BV,2018,0,3d,MIC,'=',256,µg/mL,E. coli ATCC25922,Escherichia coli,4,table 1,,,4,table 1,,,3,scheme 1,3.0,scheme 1,j.bmcl.2018.03.046
CCCCCCCCCCn1c(Cn2cnc3c(N4CCOCC4)ncnc32)nc2ccccc21,10.1016/j.bmcl.2018.03.046,Novel purine benzimidazoles as antimicrobial agents by regulating ROS generation and targeting clinically resistant Staphylococcus aureus DNA groove,Elsevier BV,2018,0,3e,MIC,'=',128,µg/mL,E. coli ATCC25922,Escherichia coli,4,table 1,,,4,table 1,,,3,scheme 1,3.0,scheme 1,j.bmcl.2018.03.046
CCCCCCCCCCCCn1c(Cn2cnc3c(N4CCOCC4)ncnc32)nc2ccccc21,10.1016/j.bmcl.2018.03.046,Novel purine benzimidazoles as antimicrobial agents by regulating ROS generation and targeting clinically resistant Staphylococcus aureus DNA groove,Elsevier BV,2018,0,3f,MIC,'=',256,µg/mL,E. coli ATCC25922,Escherichia coli,4,table 1,,,4,table 1,,,3,scheme 1,3.0,scheme 1,j.bmcl.2018.03.046
CCCCCCCCCCCCCCCCn1c(Cn2cnc3c(N4CCOCC4)ncnc32)nc2ccccc21,10.1016/j.bmcl.2018.03.046,Novel purine benzimidazoles as antimicrobial agents by regulating ROS generation and targeting clinically resistant Staphylococcus aureus DNA groove,Elsevier BV,2018,0,3g,MIC,'=',256,µg/mL,E. coli ATCC25922,Escherichia coli,4,table 1,,,4,table 1,,,3,scheme 1,3.0,scheme 1,j.bmcl.2018.03.046
C=CCn1c(Cn2cnc3c(N4CCOCC4)ncnc32)nc2ccccc21,10.1016/j.bmcl.2018.03.046,Novel purine benzimidazoles as antimicrobial agents by regulating ROS generation and targeting clinically resistant Staphylococcus aureus DNA groove,Elsevier BV,2018,0,3h,MIC,'=',256,µg/mL,E. coli ATCC25922,Escherichia coli,4,table 1,,,4,table 1,,,3,scheme 1,3.0,scheme 1,j.bmcl.2018.03.046
C#CCn1c(Cn2cnc3c(N4CCOCC4)ncnc32)nc2ccccc21,10.1016/j.bmcl.2018.03.046,Novel purine benzimidazoles as antimicrobial agents by regulating ROS generation and targeting clinically resistant Staphylococcus aureus DNA groove,Elsevier BV,2018,0,3i,MIC,'=',512,µg/mL,E. coli ATCC25922,Escherichia coli,4,table 1,,,4,table 1,,,3,scheme 1,3.0,scheme 1,j.bmcl.2018.03.046
c1ccc(Cn2c(Cn3cnc4c(N5CCOCC5)ncnc43)nc3ccccc32)cc1,10.1016/j.bmcl.2018.03.046,Novel purine benzimidazoles as antimicrobial agents by regulating ROS generation and targeting clinically resistant Staphylococcus aureus DNA groove,Elsevier BV,2018,0,4a,MIC,'=',256,µg/mL,E. coli ATCC25922,Escherichia coli,4,table 1,,,4,table 1,,,3,scheme 1,3.0,scheme 1,j.bmcl.2018.03.046
Fc1ccccc1Cn1c(Cn2cnc3c(N4CCOCC4)ncnc32)nc2ccccc21,10.1016/j.bmcl.2018.03.046,Novel purine benzimidazoles as antimicrobial agents by regulating ROS generation and targeting clinically resistant Staphylococcus aureus DNA groove,Elsevier BV,2018,0,4b,MIC,'=',256,µg/mL,E. coli ATCC25922,Escherichia coli,4,table 1,,,4,table 1,,,3,scheme 1,3.0,scheme 1,j.bmcl.2018.03.046
Fc1cccc(Cn2c(Cn3cnc4c(N5CCOCC5)ncnc43)nc3ccccc32)c1,10.1016/j.bmcl.2018.03.046,Novel purine benzimidazoles as antimicrobial agents by regulating ROS generation and targeting clinically resistant Staphylococcus aureus DNA groove,Elsevier BV,2018,0,4c,MIC,'=',256,µg/mL,E. coli ATCC25922,Escherichia coli,4,table 1,,,4,table 1,,,3,scheme 1,3.0,scheme 1,j.bmcl.2018.03.046
Fc1ccc(Cn2c(Cn3cnc4c(N5CCOCC5)ncnc43)nc3ccccc32)cc1,10.1016/j.bmcl.2018.03.046,Novel purine benzimidazoles as antimicrobial agents by regulating ROS generation and targeting clinically resistant Staphylococcus aureus DNA groove,Elsevier BV,2018,0,4d,MIC,'=',256,µg/mL,E. coli ATCC25922,Escherichia coli,4,table 1,,,4,table 1,,,3,scheme 1,3.0,scheme 1,j.bmcl.2018.03.046
Clc1ccccc1Cn1c(Cn2cnc3c(N4CCOCC4)ncnc32)nc2ccccc21,10.1016/j.bmcl.2018.03.046,Novel purine benzimidazoles as antimicrobial agents by regulating ROS generation and targeting clinically resistant Staphylococcus aureus DNA groove,Elsevier BV,2018,0,4e,MIC,'=',256,µg/mL,E. coli ATCC25922,Escherichia coli,4,table 1,,,4,table 1,,,3,scheme 1,3.0,scheme 1,j.bmcl.2018.03.046
Clc1cccc(Cn2c(Cn3cnc4c(N5CCOCC5)ncnc43)nc3ccccc32)c1,10.1016/j.bmcl.2018.03.046,Novel purine benzimidazoles as antimicrobial agents by regulating ROS generation and targeting clinically resistant Staphylococcus aureus DNA groove,Elsevier BV,2018,0,4f,MIC,'=',256,µg/mL,E. coli ATCC25922,Escherichia coli,4,table 1,,,4,table 1,,,3,scheme 1,3.0,scheme 1,j.bmcl.2018.03.046
Clc1ccc(Cn2c(Cn3cnc4c(N5CCOCC5)ncnc43)nc3ccccc32)cc1,10.1016/j.bmcl.2018.03.046,Novel purine benzimidazoles as antimicrobial agents by regulating ROS generation and targeting clinically resistant Staphylococcus aureus DNA groove,Elsevier BV,2018,0,4g,MIC,'=',256,µg/mL,E. coli ATCC25922,Escherichia coli,4,table 1,,,4,table 1,,,3,scheme 1,3.0,scheme 1,j.bmcl.2018.03.046
c1nc(N2CCCCC2)c2[nH]cnc2n1,10.1016/j.bmcl.2018.03.046,Novel purine benzimidazoles as antimicrobial agents by regulating ROS generation and targeting clinically resistant Staphylococcus aureus DNA groove,Elsevier BV,2018,0,5a,MIC,'=',256,µg/mL,E. coli ATCC25922,Escherichia coli,4,table 1,,,4,table 1,,,3,scheme 2,3.0,scheme 2,j.bmcl.2018.03.046
c1nc(N2CCCC2)c2[nH]cnc2n1,10.1016/j.bmcl.2018.03.046,Novel purine benzimidazoles as antimicrobial agents by regulating ROS generation and targeting clinically resistant Staphylococcus aureus DNA groove,Elsevier BV,2018,0,5b,MIC,'=',256,µg/mL,E. coli ATCC25922,Escherichia coli,4,table 1,,,4,table 1,,,3,scheme 2,3.0,scheme 2,j.bmcl.2018.03.046
CCCCCCn1c(Cn2cnc3c(N4CCCCC4)ncnc32)nc2ccccc21,10.1016/j.bmcl.2018.03.046,Novel purine benzimidazoles as antimicrobial agents by regulating ROS generation and targeting clinically resistant Staphylococcus aureus DNA groove,Elsevier BV,2018,0,6a,MIC,'=',16,µg/mL,E. coli ATCC25922,Escherichia coli,4,table 1,,,4,table 1,,,3,scheme 2,3.0,scheme 2,j.bmcl.2018.03.046
CCCCCCn1c(Cn2cnc3c(N4CCCC4)ncnc32)nc2ccccc21,10.1016/j.bmcl.2018.03.046,Novel purine benzimidazoles as antimicrobial agents by regulating ROS generation and targeting clinically resistant Staphylococcus aureus DNA groove,Elsevier BV,2018,0,6b,MIC,'=',16,µg/mL,E. coli ATCC25922,Escherichia coli,4,table 1,,,4,table 1,,,3,scheme 2,3.0,scheme 2,j.bmcl.2018.03.046
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(c4nc5ccccc5[nH]4)CC3)cc21,10.1016/j.ejmech.2016.01.052,Discovery of membrane active benzimidazole quinolones-based topoisomerase inhibitors as potential DNA-binding antimicrobial agents,Elsevier BV,2016,0,6a,MIC,'=',"2 ± 0,23",µg/mL,E. coli DH52,Escherichia coli,6,table 1,,,6,table 1,,,3,scheme 1,3.0,scheme 1,j.ejmech.2016.01.052
O=C(O)c1cn(C2CC2)c2cc(N3CCN(c4nc5ccccc5[nH]4)CC3)c(F)cc2c1=O,10.1016/j.ejmech.2016.01.052,Discovery of membrane active benzimidazole quinolones-based topoisomerase inhibitors as potential DNA-binding antimicrobial agents,Elsevier BV,2016,0,6b,MIC,'=',"1 ± 0,12",µg/mL,E. coli DH52,Escherichia coli,6,table 1,,,6,table 1,,,3,scheme 1,3.0,scheme 1,j.ejmech.2016.01.052
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(Cc4nc5ccccc5[nH]4)CC3)cc21,10.1016/j.ejmech.2016.01.052,Discovery of membrane active benzimidazole quinolones-based topoisomerase inhibitors as potential DNA-binding antimicrobial agents,Elsevier BV,2016,0,13a,MIC,'=',"0,5 ± 0,05",µg/mL,E. coli DH52,Escherichia coli,6,table 1,,,6,table 1,,,4,scheme 3,4.0,scheme 3,j.ejmech.2016.01.052
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(Cc4nc5ccc(F)cc5[nH]4)CC3)cc21,10.1016/j.ejmech.2016.01.052,Discovery of membrane active benzimidazole quinolones-based topoisomerase inhibitors as potential DNA-binding antimicrobial agents,Elsevier BV,2016,0,13b,MIC,'=',"16 ± 1,73",µg/mL,E. coli DH52,Escherichia coli,6,table 1,,,6,table 1,,,4,scheme 3,4.0,scheme 3,j.ejmech.2016.01.052
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(Cc4nc5ccc(Cl)cc5[nH]4)CC3)cc21,10.1016/j.ejmech.2016.01.052,Discovery of membrane active benzimidazole quinolones-based topoisomerase inhibitors as potential DNA-binding antimicrobial agents,Elsevier BV,2016,0,13c,MIC,'=',"0,5 ± 0,05",µg/mL,E. coli DH52,Escherichia coli,6,table 1,,,6,table 1,,,4,scheme 3,4.0,scheme 3,j.ejmech.2016.01.052
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(Cc4nc5ccc(Br)cc5[nH]4)CC3)cc21,10.1016/j.ejmech.2016.01.052,Discovery of membrane active benzimidazole quinolones-based topoisomerase inhibitors as potential DNA-binding antimicrobial agents,Elsevier BV,2016,0,13d,MIC,'=',"16 ± 1,73",µg/mL,E. coli DH52,Escherichia coli,6,table 1,,,6,table 1,,,4,scheme 3,4.0,scheme 3,j.ejmech.2016.01.052
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(Cc4nc5ccc([N+](=O)[O-])cc5[nH]4)CC3)cc21,10.1016/j.ejmech.2016.01.052,Discovery of membrane active benzimidazole quinolones-based topoisomerase inhibitors as potential DNA-binding antimicrobial agents,Elsevier BV,2016,0,13e,MIC,'=',"8 ± 1,15",µg/mL,E. coli DH52,Escherichia coli,6,table 1,,,6,table 1,,,4,scheme 3,4.0,scheme 3,j.ejmech.2016.01.052
O=C(O)c1cn(C2CC2)c2cc(N3CCN(Cc4nc5ccccc5[nH]4)CC3)c(F)cc2c1=O,10.1016/j.ejmech.2016.01.052,Discovery of membrane active benzimidazole quinolones-based topoisomerase inhibitors as potential DNA-binding antimicrobial agents,Elsevier BV,2016,0,13f,MIC,'=',"0,125 ± 0,01",µg/mL,E. coli DH52,Escherichia coli,6,table 1,,,6,table 1,,,4,scheme 3,4.0,scheme 3,j.ejmech.2016.01.052
O=C(O)c1cn(C2CC2)c2cc(N3CCN(Cc4nc5ccc(F)cc5[nH]4)CC3)c(F)cc2c1=O,10.1016/j.ejmech.2016.01.052,Discovery of membrane active benzimidazole quinolones-based topoisomerase inhibitors as potential DNA-binding antimicrobial agents,Elsevier BV,2016,0,13g,MIC,'=',"1 ± 0,12",µg/mL,E. coli DH52,Escherichia coli,6,table 1,,,6,table 1,,,4,scheme 3,4.0,scheme 3,j.ejmech.2016.01.052
O=C(O)c1cn(C2CC2)c2cc(N3CCN(Cc4nc5ccc(Cl)cc5[nH]4)CC3)c(F)cc2c1=O,10.1016/j.ejmech.2016.01.052,Discovery of membrane active benzimidazole quinolones-based topoisomerase inhibitors as potential DNA-binding antimicrobial agents,Elsevier BV,2016,0,13h,MIC,'=',"0,5 ± 0,05",µg/mL,E. coli DH52,Escherichia coli,6,table 1,,,6,table 1,,,4,scheme 3,4.0,scheme 3,j.ejmech.2016.01.052
O=C(O)c1cn(C2CC2)c2cc(N3CCN(Cc4nc5ccc(Br)cc5[nH]4)CC3)c(F)cc2c1=O,10.1016/j.ejmech.2016.01.052,Discovery of membrane active benzimidazole quinolones-based topoisomerase inhibitors as potential DNA-binding antimicrobial agents,Elsevier BV,2016,0,13i,MIC,'=',"8 ± 1,15",µg/mL,E. coli DH52,Escherichia coli,6,table 1,,,6,table 1,,,4,scheme 3,4.0,scheme 3,j.ejmech.2016.01.052
O=C(O)c1cn(C2CC2)c2cc(N3CCN(Cc4nc5ccc([N+](=O)[O-])cc5[nH]4)CC3)c(F)cc2c1=O,10.1016/j.ejmech.2016.01.052,Discovery of membrane active benzimidazole quinolones-based topoisomerase inhibitors as potential DNA-binding antimicrobial agents,Elsevier BV,2016,0,13j,MIC,'=',"4 ± 0,58",µg/mL,E. coli DH52,Escherichia coli,6,table 1,,,6,table 1,,,4,scheme 3,4.0,scheme 3,j.ejmech.2016.01.052
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(Cc4nc5ccccc5n4CC)CC3)cc21,10.1016/j.ejmech.2016.01.052,Discovery of membrane active benzimidazole quinolones-based topoisomerase inhibitors as potential DNA-binding antimicrobial agents,Elsevier BV,2016,0,14a,MIC,'=',"4 ± 0,58",µg/mL,E. coli DH52,Escherichia coli,6,table 1,,,6,table 1,,,4,scheme 3,4.0,scheme 3,j.ejmech.2016.01.052
CCCn1c(CN2CCN(c3cc4c(cc3F)c(=O)c(C(=O)O)cn4CC)CC2)nc2ccccc21,10.1016/j.ejmech.2016.01.052,Discovery of membrane active benzimidazole quinolones-based topoisomerase inhibitors as potential DNA-binding antimicrobial agents,Elsevier BV,2016,0,14b,MIC,'=',"32 ± 3,46",µg/mL,E. coli DH52,Escherichia coli,6,table 1,,,6,table 1,,,4,scheme 3,4.0,scheme 3,j.ejmech.2016.01.052
CCCCCn1c(CN2CCN(c3cc4c(cc3F)c(=O)c(C(=O)O)cn4CC)CC2)nc2ccccc21,10.1016/j.ejmech.2016.01.052,Discovery of membrane active benzimidazole quinolones-based topoisomerase inhibitors as potential DNA-binding antimicrobial agents,Elsevier BV,2016,0,14c,MIC,'=',"8 ± 1,15",µg/mL,E. coli DH52,Escherichia coli,6,table 1,,,6,table 1,,,4,scheme 3,4.0,scheme 3,j.ejmech.2016.01.052
CCCCCCn1c(CN2CCN(c3cc4c(cc3F)c(=O)c(C(=O)O)cn4CC)CC2)nc2ccccc21,10.1016/j.ejmech.2016.01.052,Discovery of membrane active benzimidazole quinolones-based topoisomerase inhibitors as potential DNA-binding antimicrobial agents,Elsevier BV,2016,0,14d,MIC,'=',"4 ± 0,58",µg/mL,E. coli DH52,Escherichia coli,6,table 1,,,6,table 1,,,4,scheme 3,4.0,scheme 3,j.ejmech.2016.01.052
CCCCCCCCn1c(CN2CCN(c3cc4c(cc3F)c(=O)c(C(=O)O)cn4CC)CC2)nc2ccccc21,10.1016/j.ejmech.2016.01.052,Discovery of membrane active benzimidazole quinolones-based topoisomerase inhibitors as potential DNA-binding antimicrobial agents,Elsevier BV,2016,0,14e,MIC,'=',"8 ± 1,15",µg/mL,E. coli DH52,Escherichia coli,6,table 1,,,6,table 1,,,4,scheme 3,4.0,scheme 3,j.ejmech.2016.01.052
CCCCCCCCCCn1c(CN2CCN(c3cc4c(cc3F)c(=O)c(C(=O)O)cn4CC)CC2)nc2ccccc21,10.1016/j.ejmech.2016.01.052,Discovery of membrane active benzimidazole quinolones-based topoisomerase inhibitors as potential DNA-binding antimicrobial agents,Elsevier BV,2016,0,14f,MIC,'=',"0,5 ± 0,05",µg/mL,E. coli DH52,Escherichia coli,6,table 1,,,6,table 1,,,4,scheme 3,4.0,scheme 3,j.ejmech.2016.01.052
CCCCCCCCCCCCn1c(CN2CCN(c3cc4c(cc3F)c(=O)c(C(=O)O)cn4CC)CC2)nc2ccccc21,10.1016/j.ejmech.2016.01.052,Discovery of membrane active benzimidazole quinolones-based topoisomerase inhibitors as potential DNA-binding antimicrobial agents,Elsevier BV,2016,0,14g,MIC,'=',"256 ± 137,29",µg/mL,E. coli DH52,Escherichia coli,6,table 1,,,6,table 1,,,4,scheme 3,4.0,scheme 3,j.ejmech.2016.01.052
CCCCCCCCCCCCCCCCCCn1c(CN2CCN(c3cc4c(cc3F)c(=O)c(C(=O)O)cn4CC)CC2)nc2ccccc21,10.1016/j.ejmech.2016.01.052,Discovery of membrane active benzimidazole quinolones-based topoisomerase inhibitors as potential DNA-binding antimicrobial agents,Elsevier BV,2016,0,14h,MIC,'=',"256 ± 137,29",µg/mL,E. coli DH52,Escherichia coli,6,table 1,,,6,table 1,,,4,scheme 3,4.0,scheme 3,j.ejmech.2016.01.052
CCn1c(CN2CCN(c3cc4c(cc3F)c(=O)c(C(=O)O)cn4C3CC3)CC2)nc2ccccc21,10.1016/j.ejmech.2016.01.052,Discovery of membrane active benzimidazole quinolones-based topoisomerase inhibitors as potential DNA-binding antimicrobial agents,Elsevier BV,2016,0,14i,MIC,'=',"2 ± 0,23",µg/mL,E. coli DH52,Escherichia coli,6,table 1,,,6,table 1,,,4,scheme 3,4.0,scheme 3,j.ejmech.2016.01.052
CCCn1c(CN2CCN(c3cc4c(cc3F)c(=O)c(C(=O)O)cn4C3CC3)CC2)nc2ccccc21,10.1016/j.ejmech.2016.01.052,Discovery of membrane active benzimidazole quinolones-based topoisomerase inhibitors as potential DNA-binding antimicrobial agents,Elsevier BV,2016,0,14j,MIC,'=',"1 ± 0,12",µg/mL,E. coli DH52,Escherichia coli,6,table 1,,,6,table 1,,,4,scheme 3,4.0,scheme 3,j.ejmech.2016.01.052
CCCCCn1c(CN2CCN(c3cc4c(cc3F)c(=O)c(C(=O)O)cn4C3CC3)CC2)nc2ccccc21,10.1016/j.ejmech.2016.01.052,Discovery of membrane active benzimidazole quinolones-based topoisomerase inhibitors as potential DNA-binding antimicrobial agents,Elsevier BV,2016,0,14k,MIC,'=',"1 ± 0,12",µg/mL,E. coli DH52,Escherichia coli,6,table 1,,,6,table 1,,,4,scheme 3,4.0,scheme 3,j.ejmech.2016.01.052
CCCCCCn1c(CN2CCN(c3cc4c(cc3F)c(=O)c(C(=O)O)cn4C3CC3)CC2)nc2ccccc21,10.1016/j.ejmech.2016.01.052,Discovery of membrane active benzimidazole quinolones-based topoisomerase inhibitors as potential DNA-binding antimicrobial agents,Elsevier BV,2016,0,14l,MIC,'=',"16 ± 1,73",µg/mL,E. coli DH52,Escherichia coli,6,table 1,,,6,table 1,,,4,scheme 3,4.0,scheme 3,j.ejmech.2016.01.052
CCCCCCCCn1c(CN2CCN(c3cc4c(cc3F)c(=O)c(C(=O)O)cn4C3CC3)CC2)nc2ccccc21,10.1016/j.ejmech.2016.01.052,Discovery of membrane active benzimidazole quinolones-based topoisomerase inhibitors as potential DNA-binding antimicrobial agents,Elsevier BV,2016,0,14m,MIC,'=',"0,5 ± 0,05",µg/mL,E. coli DH52,Escherichia coli,6,table 1,,,6,table 1,,,4,scheme 3,4.0,scheme 3,j.ejmech.2016.01.052
CCCCCCCCCCn1c(CN2CCN(c3cc4c(cc3F)c(=O)c(C(=O)O)cn4C3CC3)CC2)nc2ccccc21,10.1016/j.ejmech.2016.01.052,Discovery of membrane active benzimidazole quinolones-based topoisomerase inhibitors as potential DNA-binding antimicrobial agents,Elsevier BV,2016,0,14n,MIC,'=',"128 ± 68,65",µg/mL,E. coli DH52,Escherichia coli,6,table 1,,,6,table 1,,,4,scheme 3,4.0,scheme 3,j.ejmech.2016.01.052
CCCCCCCCCCCCn1c(CN2CCN(c3cc4c(cc3F)c(=O)c(C(=O)O)cn4C3CC3)CC2)nc2ccccc21,10.1016/j.ejmech.2016.01.052,Discovery of membrane active benzimidazole quinolones-based topoisomerase inhibitors as potential DNA-binding antimicrobial agents,Elsevier BV,2016,0,14o,MIC,'=',"8 ± 1,15",µg/mL,E. coli DH52,Escherichia coli,6,table 1,,,6,table 1,,,4,scheme 3,4.0,scheme 3,j.ejmech.2016.01.052
CCCCCCCCCCCCCCCCCCn1c(CN2CCN(c3cc4c(cc3F)c(=O)c(C(=O)O)cn4C3CC3)CC2)nc2ccccc21,10.1016/j.ejmech.2016.01.052,Discovery of membrane active benzimidazole quinolones-based topoisomerase inhibitors as potential DNA-binding antimicrobial agents,Elsevier BV,2016,0,14p,MIC,'=',"128 ± 68,65",µg/mL,E. coli DH52,Escherichia coli,6,table 1,,,6,table 1,,,4,scheme 3,4.0,scheme 3,j.ejmech.2016.01.052
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(Cc4nc5ccccc5n4Cc4ccccc4Cl)CC3)cc21,10.1016/j.ejmech.2016.01.052,Discovery of membrane active benzimidazole quinolones-based topoisomerase inhibitors as potential DNA-binding antimicrobial agents,Elsevier BV,2016,0,15a,MIC,'=',"2 ± 0,23",µg/mL,E. coli DH52,Escherichia coli,6,table 1,,,6,table 1,,,4,scheme 3,4.0,scheme 3,j.ejmech.2016.01.052
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(Cc4nc5ccccc5n4Cc4cccc(Cl)c4)CC3)cc21,10.1016/j.ejmech.2016.01.052,Discovery of membrane active benzimidazole quinolones-based topoisomerase inhibitors as potential DNA-binding antimicrobial agents,Elsevier BV,2016,0,15b,MIC,'=',"8 ± 1,15",µg/mL,E. coli DH52,Escherichia coli,6,table 1,,,6,table 1,,,4,scheme 3,4.0,scheme 3,j.ejmech.2016.01.052
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(Cc4nc5ccccc5n4Cc4ccccc4F)CC3)cc21,10.1016/j.ejmech.2016.01.052,Discovery of membrane active benzimidazole quinolones-based topoisomerase inhibitors as potential DNA-binding antimicrobial agents,Elsevier BV,2016,0,15c,MIC,'=',"512 ± 49,65",µg/mL,E. coli DH52,Escherichia coli,6,table 1,,,6,table 1,,,4,scheme 3,4.0,scheme 3,j.ejmech.2016.01.052
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(Cc4nc5ccccc5n4Cc4cccc(F)c4)CC3)cc21,10.1016/j.ejmech.2016.01.052,Discovery of membrane active benzimidazole quinolones-based topoisomerase inhibitors as potential DNA-binding antimicrobial agents,Elsevier BV,2016,0,15d,MIC,'=',"128 ± 68,65",µg/mL,E. coli DH52,Escherichia coli,6,table 1,,,6,table 1,,,4,scheme 3,4.0,scheme 3,j.ejmech.2016.01.052
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(Cc4nc5ccccc5n4Cc4ccc(F)cc4)CC3)cc21,10.1016/j.ejmech.2016.01.052,Discovery of membrane active benzimidazole quinolones-based topoisomerase inhibitors as potential DNA-binding antimicrobial agents,Elsevier BV,2016,0,15e,MIC,'=',"32 ± 3,46",µg/mL,E. coli DH52,Escherichia coli,6,table 1,,,6,table 1,,,4,scheme 3,4.0,scheme 3,j.ejmech.2016.01.052
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(Cc4nc5ccccc5n4Cc4ccc(Cl)cc4Cl)CC3)cc21,10.1016/j.ejmech.2016.01.052,Discovery of membrane active benzimidazole quinolones-based topoisomerase inhibitors as potential DNA-binding antimicrobial agents,Elsevier BV,2016,0,15f,MIC,'=',"1 ± 0,12",µg/mL,E. coli DH52,Escherichia coli,6,table 1,,,6,table 1,,,4,scheme 3,4.0,scheme 3,j.ejmech.2016.01.052
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(Cc4nc5ccccc5n4Cc4ccc([N+](=O)[O-])cc4)CC3)cc21,10.1016/j.ejmech.2016.01.052,Discovery of membrane active benzimidazole quinolones-based topoisomerase inhibitors as potential DNA-binding antimicrobial agents,Elsevier BV,2016,0,15g,MIC,'=',"16 ± 1,73",µg/mL,E. coli DH52,Escherichia coli,6,table 1,,,6,table 1,,,4,scheme 3,4.0,scheme 3,j.ejmech.2016.01.052
O=C(O)c1cn(C2CC2)c2cc(N3CCN(Cc4nc5ccccc5n4Cc4ccccc4Cl)CC3)c(F)cc2c1=O,10.1016/j.ejmech.2016.01.052,Discovery of membrane active benzimidazole quinolones-based topoisomerase inhibitors as potential DNA-binding antimicrobial agents,Elsevier BV,2016,0,15h,MIC,'=',"2 ± 0,23",µg/mL,E. coli DH52,Escherichia coli,6,table 1,,,6,table 1,,,4,scheme 3,4.0,scheme 3,j.ejmech.2016.01.052
